Index	Date	Time	Readings (°F)	Type
1	9/29/2013	8:00:00 AM	32.1	
2	9/29/2013	8:35:00 AM	32.3	
3	9/29/2013	9:10:00 AM	32.4	
4	9/29/2013	9:45:00 AM	32.6	
5	9/29/2013	10:20:00 AM	33	
6	9/29/2013	10:55:00 AM	33.3	
7	9/29/2013	11:30:00 AM	33.6	
8	9/29/2013	12:05:00 PM	34	
9	9/29/2013	12:40:00 PM	34.2	
10	9/29/2013	1:15:00 PM	34.5	
11	9/29/2013	1:50:00 PM	34.7	
12	9/29/2013	2:25:00 PM	34.9	
13	9/29/2013	3:00:00 PM	35	
14	9/29/2013	3:35:00 PM	35.2	
15	9/29/2013	4:10:00 PM	35.3	
16	9/29/2013	4:45:00 PM	35.4	
17	9/29/2013	5:20:00 PM	35.3	
18	9/29/2013	5:55:00 PM	35.2	
19	9/29/2013	6:30:00 PM	35	
20	9/29/2013	7:05:00 PM	34.7	
21	9/29/2013	7:40:00 PM	34.6	
22	9/29/2013	8:15:00 PM	34.5	
23	9/29/2013	8:50:00 PM	34.3	
24	9/29/2013	9:25:00 PM	34.2	
25	9/29/2013	10:00:00 PM	34	
26	9/29/2013	10:35:00 PM	33.9	
27	9/29/2013	11:10:00 PM	33.7	
28	9/29/2013	11:45:00 PM	33.5	
29	9/30/2013	12:20:00 AM	33.5	
30	9/30/2013	12:55:00 AM	33.3	
31	9/30/2013	1:30:00 AM	33.2	
32	9/30/2013	2:05:00 AM	33.1	
33	9/30/2013	2:40:00 AM	33.1	
34	9/30/2013	3:15:00 AM	33	
35	9/30/2013	3:50:00 AM	32.8	
36	9/30/2013	4:25:00 AM	32.7	
37	9/30/2013	5:00:00 AM	32.7	
38	9/30/2013	5:35:00 AM	32.6	
39	9/30/2013	6:10:00 AM	32.6	
40	9/30/2013	6:45:00 AM	32.4	
41	9/30/2013	7:20:00 AM	32.4	
42	9/30/2013	7:55:00 AM	32.5	
43	9/30/2013	8:30:00 AM	32.6	
44	9/30/2013	9:05:00 AM	32.8	
45	9/30/2013	9:40:00 AM	33.3	
46	9/30/2013	10:15:00 AM	33.6	
47	9/30/2013	10:50:00 AM	33.8	
48	9/30/2013	11:25:00 AM	34.1	
49	9/30/2013	12:00:00 PM	34.4	
50	9/30/2013	12:35:00 PM	34.8	
51	9/30/2013	1:10:00 PM	35	
52	9/30/2013	1:45:00 PM	35.1	
53	9/30/2013	2:20:00 PM	35.9	
54	9/30/2013	2:55:00 PM	35.9	
55	9/30/2013	3:30:00 PM	36	
56	9/30/2013	4:05:00 PM	36.2	
57	9/30/2013	4:40:00 PM	36.1	
58	9/30/2013	5:15:00 PM	35.8	
59	9/30/2013	5:50:00 PM	35.6	
60	9/30/2013	6:25:00 PM	35.5	
61	9/30/2013	7:00:00 PM	35.5	
62	9/30/2013	7:35:00 PM	35.5	
63	9/30/2013	8:10:00 PM	35.5	
64	9/30/2013	8:45:00 PM	35.5	
65	9/30/2013	9:20:00 PM	35.3	
66	9/30/2013	9:55:00 PM	35.1	
67	9/30/2013	10:30:00 PM	35	
68	9/30/2013	11:05:00 PM	35	
69	9/30/2013	11:40:00 PM	34.9	
70	10/1/2013	12:15:00 AM	34.9	
71	10/1/2013	12:50:00 AM	34.8	
72	10/1/2013	1:25:00 AM	34.8	
73	10/1/2013	2:00:00 AM	34.7	
74	10/1/2013	2:35:00 AM	34.7	
75	10/1/2013	3:10:00 AM	34.6	
76	10/1/2013	3:45:00 AM	34.5	
77	10/1/2013	4:20:00 AM	34.4	
78	10/1/2013	4:55:00 AM	34.4	
79	10/1/2013	5:30:00 AM	34.4	
80	10/1/2013	6:05:00 AM	34.4	
81	10/1/2013	6:40:00 AM	34.5	
82	10/1/2013	7:15:00 AM	34.5	
83	10/1/2013	7:50:00 AM	34.6	
84	10/1/2013	8:25:00 AM	34.6	
85	10/1/2013	9:00:00 AM	34.8	
86	10/1/2013	9:35:00 AM	34.9	
87	10/1/2013	10:10:00 AM	35.2	
88	10/1/2013	10:45:00 AM	35.6	
89	10/1/2013	11:20:00 AM	35.9	
90	10/1/2013	11:55:00 AM	36.1	
91	10/1/2013	12:30:00 PM	36.3	
92	10/1/2013	1:05:00 PM	36.4	
93	10/1/2013	1:40:00 PM	36.8	
94	10/1/2013	2:15:00 PM	37.3	
95	10/1/2013	2:50:00 PM	37.2	
96	10/1/2013	3:25:00 PM	37.4	
97	10/1/2013	4:00:00 PM	37.9	
98	10/1/2013	4:35:00 PM	38.2	
99	10/1/2013	5:10:00 PM	37.7	
100	10/1/2013	5:45:00 PM	37.7	
101	10/1/2013	6:20:00 PM	37.4	
102	10/1/2013	6:55:00 PM	37.3	
103	10/1/2013	7:30:00 PM	37.4	
104	10/1/2013	8:05:00 PM	37.2	
105	10/1/2013	8:40:00 PM	37.2	
106	10/1/2013	9:15:00 PM	37.1	
107	10/1/2013	9:50:00 PM	37	
