Index	Date	Time	Readings (°F)	Type
1	9/29/2013	8:00:00 AM	34.4	
2	9/29/2013	8:35:00 AM	34.6	
3	9/29/2013	9:10:00 AM	34.9	
4	9/29/2013	9:45:00 AM	35.1	
5	9/29/2013	10:20:00 AM	35.9	
6	9/29/2013	10:55:00 AM	36.6	
7	9/29/2013	11:30:00 AM	37.1	
8	9/29/2013	12:05:00 PM	37.6	
9	9/29/2013	12:40:00 PM	38.1	
10	9/29/2013	1:15:00 PM	38.9	
11	9/29/2013	1:50:00 PM	38.8	
12	9/29/2013	2:25:00 PM	39.5	
13	9/29/2013	3:00:00 PM	40.5	
14	9/29/2013	3:35:00 PM	40.5	
15	9/29/2013	4:10:00 PM	40.5	
16	9/29/2013	4:45:00 PM	40.2	
17	9/29/2013	5:20:00 PM	39.3	
18	9/29/2013	5:55:00 PM	39.1	
19	9/29/2013	6:30:00 PM	38.8	
20	9/29/2013	7:05:00 PM	38.4	
21	9/29/2013	7:40:00 PM	38	
22	9/29/2013	8:15:00 PM	38	
23	9/29/2013	8:50:00 PM	37.9	
24	9/29/2013	9:25:00 PM	37.6	
25	9/29/2013	10:00:00 PM	37.2	
26	9/29/2013	10:35:00 PM	37.2	
27	9/29/2013	11:10:00 PM	36.9	
28	9/29/2013	11:45:00 PM	36.7	
29	9/30/2013	12:20:00 AM	36.5	
30	9/30/2013	12:55:00 AM	36.1	
31	9/30/2013	1:30:00 AM	36.1	
32	9/30/2013	2:05:00 AM	35.9	
33	9/30/2013	2:40:00 AM	35.9	
34	9/30/2013	3:15:00 AM	35.6	
35	9/30/2013	3:50:00 AM	35.4	
36	9/30/2013	4:25:00 AM	35.5	
37	9/30/2013	5:00:00 AM	35.4	
38	9/30/2013	5:35:00 AM	35.4	
39	9/30/2013	6:10:00 AM	35.4	
40	9/30/2013	6:45:00 AM	35.2	
41	9/30/2013	7:20:00 AM	35.2	
42	9/30/2013	7:55:00 AM	35.3	
43	9/30/2013	8:30:00 AM	35.5	
44	9/30/2013	9:05:00 AM	35.9	
45	9/30/2013	9:40:00 AM	36.7	
46	9/30/2013	10:15:00 AM	36.9	
47	9/30/2013	10:50:00 AM	37.3	
48	9/30/2013	11:25:00 AM	38.1	
49	9/30/2013	12:00:00 PM	38.6	
50	9/30/2013	12:35:00 PM	39.1	
51	9/30/2013	1:10:00 PM	39.4	
52	9/30/2013	1:45:00 PM	40.4	
53	9/30/2013	2:20:00 PM	40.5	
54	9/30/2013	2:55:00 PM	40.8	
55	9/30/2013	3:30:00 PM	41.1	
56	9/30/2013	4:05:00 PM	41.4	
57	9/30/2013	4:40:00 PM	41.1	
58	9/30/2013	5:15:00 PM	40.7	
59	9/30/2013	5:50:00 PM	40.6	
60	9/30/2013	6:25:00 PM	40.7	
61	9/30/2013	7:00:00 PM	40.6	
62	9/30/2013	7:35:00 PM	40.3	
63	9/30/2013	8:10:00 PM	40.3	
64	9/30/2013	8:45:00 PM	40	
65	9/30/2013	9:20:00 PM	39.6	
66	9/30/2013	9:55:00 PM	39.4	
67	9/30/2013	10:30:00 PM	39.1	
68	9/30/2013	11:05:00 PM	39	
69	9/30/2013	11:40:00 PM	38.7	
70	10/1/2013	12:15:00 AM	38.8	
71	10/1/2013	12:50:00 AM	38.7	
72	10/1/2013	1:25:00 AM	38.5	
73	10/1/2013	2:00:00 AM	38.4	
74	10/1/2013	2:35:00 AM	38.2	
75	10/1/2013	3:10:00 AM	38	
76	10/1/2013	3:45:00 AM	37.9	
77	10/1/2013	4:20:00 AM	37.7	
78	10/1/2013	4:55:00 AM	37.7	
79	10/1/2013	5:30:00 AM	37.7	
80	10/1/2013	6:05:00 AM	37.6	
81	10/1/2013	6:40:00 AM	37.6	
82	10/1/2013	7:15:00 AM	37.6	
83	10/1/2013	7:50:00 AM	37.9	
84	10/1/2013	8:25:00 AM	38.4	
85	10/1/2013	9:00:00 AM	39	
86	10/1/2013	9:35:00 AM	39.9	
87	10/1/2013	10:10:00 AM	41.1	
88	10/1/2013	10:45:00 AM	41.8	
89	10/1/2013	11:20:00 AM	42.2	
90	10/1/2013	11:55:00 AM	42.4	
91	10/1/2013	12:30:00 PM	42.4	
92	10/1/2013	1:05:00 PM	42.9	
93	10/1/2013	1:40:00 PM	42.6	
94	10/1/2013	2:15:00 PM	43	
95	10/1/2013	2:50:00 PM	43.3	
96	10/1/2013	3:25:00 PM	43.8	
97	10/1/2013	4:00:00 PM	44	
98	10/1/2013	4:35:00 PM	43.4	
99	10/1/2013	5:10:00 PM	43.3	
100	10/1/2013	5:45:00 PM	43	
101	10/1/2013	6:20:00 PM	43.1	
102	10/1/2013	6:55:00 PM	42.8	
103	10/1/2013	7:30:00 PM	43.2	
104	10/1/2013	8:05:00 PM	43.1	
105	10/1/2013	8:40:00 PM	42.2	
106	10/1/2013	9:15:00 PM	41.7	
107	10/1/2013	9:50:00 PM	41.4	
108	10/1/2013	10:25:00 PM	41.1	
109	10/1/2013	11:00:00 PM	40.9	
110	10/1/2013	11:35:00 PM	40.6	
111	10/2/2013	12:10:00 AM	40.5	
112	10/2/2013	12:45:00 AM	40.5	
113	10/2/2013	1:20:00 AM	40.5	
114	10/2/2013	1:55:00 AM	40.2	
115	10/2/2013	2:30:00 AM	40.1	
116	10/2/2013	3:05:00 AM	39.8	
117	10/2/2013	3:40:00 AM	39.6	
118	10/2/2013	4:15:00 AM	39.3	
119	10/2/2013	4:50:00 AM	39.1	
120	10/2/2013	5:25:00 AM	38.9	
121	10/2/2013	6:00:00 AM	38.6	
122	10/2/2013	6:35:00 AM	38.3	
123	10/2/2013	7:10:00 AM	37.9	
124	10/2/2013	7:45:00 AM	37.6	
125	10/2/2013	8:20:00 AM	37.8	
126	10/2/2013	8:55:00 AM	38.2	
127	10/2/2013	9:30:00 AM	38.6	
128	10/2/2013	10:05:00 AM	38.7	
129	10/2/2013	10:40:00 AM	39.2	
130	10/2/2013	11:15:00 AM	39.5	
131	10/2/2013	11:50:00 AM	40	
132	10/2/2013	12:25:00 PM	40.3	
133	10/2/2013	1:00:00 PM	40.4	
134	10/2/2013	1:35:00 PM	40.8	
135	10/2/2013	2:10:00 PM	41.2	
136	10/2/2013	2:45:00 PM	41.3	
137	10/2/2013	3:20:00 PM	41.3	
138	10/2/2013	3:55:00 PM	41.4	
139	10/2/2013	4:30:00 PM	41.1	
140	10/2/2013	5:05:00 PM	40.5	
141	10/2/2013	5:40:00 PM	39.9	
142	10/2/2013	6:15:00 PM	39.2	
143	10/2/2013	6:50:00 PM	38.1	
144	10/2/2013	7:25:00 PM	37.6	
145	10/2/2013	8:00:00 PM	37.4	
146	10/2/2013	8:35:00 PM	37	
147	10/2/2013	9:10:00 PM	36.2	
148	10/2/2013	9:45:00 PM	35.9	
149	10/2/2013	10:20:00 PM	35.8	
150	10/2/2013	10:55:00 PM	35.7	
151	10/2/2013	11:30:00 PM	35.1	
