chromosome	1	230208
repeat_region	1	62
telomere	1	801
repeat_region	63	336
gene	335	649
CDS	335	649
repeat_region	337	801
nucleotide_match	753	763
binding_site	532	544
gene	538	792
CDS	538	792
ARS	650	1791
gene	1807	2169
CDS	1807	2169
gene	2480	2707
CDS	2480	2707
gene	7236	9017
CDS	7236	9017
ARS	7998	8548
gene	10092	10400
CDS	10092	10400
gene	11566	11952
CDS	11566	11952
gene	12047	12427
CDS	12047	12427
gene	13364	13744
CDS	13364	13744
gene	21526	21852
CDS	21526	21852
long_terminal_repeat	22232	22554
gene	22397	22687
CDS	22397	22687
region	24001	27969
gene	24001	27969
CDS	24001	27969
ARS	30947	31184
gene	31568	32941
CDS	31568	32941
gene	33449	34702
CDS	33449	34702
gene	35156	36304
CDS	35156	36304
gene	36497	36919
CDS	36497	36919
gene	36510	37148
CDS	36510	37148
gene	37465	38973
CDS	37465	38973
gene	38697	39047
CDS	38697	39047
gene	39260	41902
CDS	39260	41902
ARS	41809	42183
gene	42178	42720
CDS	42178	42720
gene	42882	45023
CDS	42882	45023
gene	45900	48251
CDS	45900	48251
gene	48565	51708
CDS	48565	51708
gene	51856	52596
CDS	51856	52596
gene	52802	54790
CDS	52802	54790
gene	54585	54914
CDS	54585	54914
gene	54990	56858
CDS	54990	56858
gene	57030	57386
CDS	57030	57386
gene	57489	57797
CDS	57489	57797
gene	57519	57851
CDS	57519	57851
gene	57951	58463
CDS	57951	58463
gene	58696	61053
CDS	58696	61053
gene	61232	61609
CDS	61232	61609
gene	61317	62564
CDS	61317	62564
gene	62841	65405
CDS	62841	65405
region	65779	67521
gene	65779	67521
CDS	65779	67521
gene	68717	69526
CDS	68717	69526
ARS	70258	70490
gene	71787	73289
CDS	71787	73289
gene	72327	73301
CDS	72327	73301
gene	73427	73519
CDS	73427	73519
gene	74021	74824
CDS	74021	74824
gene	75044	76153
CDS	75044	76153
gene	76428	79436
CDS	76428	79436
gene	79490	79843
CDS	79490	79843
gene	79719	80588
CDS	79719	80588
gene	80711	81952
CDS	80711	81952
gene	82707	83228
CDS	82707	83228
gene	83336	84475
CDS	83336	84475
gene	84670	84978
CDS	84670	84978
gene	84750	87032
CDS	84750	87032
gene	87287	87753
CDS	87287	87388
CDS	87502	87753
intron	87389	87501
gene	87856	92271
CDS	87856	92271
gene	92901	94487
CDS	92901	94487
gene	94688	95473
CDS	94688	95473
gene	95387	95824
CDS	95387	95824
gene	95631	99698
CDS	95631	99698
ncRNA	99306	99869
noncoding_exon	99306	99869
region	100226	101146
gene	100226	101146
CDS	100226	101146
gene	101566	105873
CDS	101566	105873
gene	106273	108552
CDS	106273	108552
gene	108878	110431
CDS	108878	110431
gene	110847	113360
CDS	110847	113360
gene	113615	114616
CDS	113615	114616
gene	114251	114820
CDS	114251	114820
gene	114920	118315
CDS	114920	118315
gene	118565	119542
CDS	118565	119542
gene	120226	124296
CDS	120226	124296
gene	124308	124493
CDS	124308	124493
ARS	124350	124598
gene	124756	125070
CDS	124756	125070
gene	124880	126787
CDS	124880	126787
gene	126904	128103
CDS	126904	128103
gene	128253	129020
CDS	128253	129020
gene	129271	130533
CDS	129271	130533
region	130802	131986
gene	130802	131986
CDS	130802	131986
gene	132202	134079
CDS	132202	134079
gene	134186	135667
CDS	134186	135667
gene	135856	136635
CDS	135856	136635
gene	136916	137512
CDS	136916	137512
gene	137700	138347
CDS	137700	138347
long_terminal_repeat	138833	138994
tRNA	139154	139256
intron	139190	139220
noncoding_exon	139154	139189
noncoding_exon	139221	139256
gene	139505	141433
CDS	139505	141433
gene	140762	141409
CDS	140762	141409
gene	142176	143162
CDS	142176	142255
CDS	142622	143162
intron	142256	142621
snoRNA	142369	142470
noncoding_exon	142369	142470
gene	143709	147533
CDS	143709	147533
ARS	146703	147690
gene	147596	151168
CDS	147596	151008
CDS	151099	151168
intron	151009	151098
centromere	151467	151584
region	151467	151476
region	151477	151559
region	151560	151584
gene	152259	153878
CDS	152259	153878
gene	154067	154726
CDS	154067	154726
gene	155007	156287
CDS	155007	156287
gene	156756	158621
CDS	156756	158621
gene	158967	159794
CDS	158967	159794
ARS	159908	160128
nucleotide_match	159936	159946
nucleotide_match	159953	159967
long_terminal_repeat	160106	160238
long_terminal_repeat	160239	160575
LTR_retrotransposon	160239	166163
transposable_element_gene	160598	164188
CDS	160598	164188
transposable_element_gene	164545	165867
CDS	164545	165867
long_terminal_repeat	165827	166163
tRNA	166268	166340
noncoding_exon	166268	166340
gene	166743	168866
CDS	166743	168866
region	169370	170290
gene	169370	170290
CDS	169370	170290
gene	170391	171698
CDS	170391	171698
gene	172209	175133
CDS	172209	175133
gene	174996	175340
CDS	174996	175340
ARS	176155	176402
gene	176854	177021
CDS	176854	177021
gene	179279	179818
CDS	179279	179818
tRNA	181135	181248
intron	181173	181204
noncoding_exon	181135	181172
noncoding_exon	181205	181248
tRNA	182516	182597
noncoding_exon	182516	182597
long_terminal_repeat	182614	182953
long_terminal_repeat	183136	183468
gene	183764	184471
CDS	183764	184471
gene	184886	185590
CDS	184886	185590
gene	186315	186539
CDS	186315	186539
gene	186506	186847
CDS	186506	186847
gene	186830	187726
CDS	186830	187726
gene	188101	188805
CDS	188101	188805
long_terminal_repeat	189420	189751
gene	190187	192250
CDS	190187	192250
gene	192331	192411
CDS	192331	192411
gene	192613	196179
CDS	192613	196179
gene	201460	201780
CDS	201460	201780
gene	203394	208007
CDS	203394	208007
gene	208358	208654
CDS	208358	208654
long_terminal_repeat	209439	209769
ARS	214879	215635
gene	217148	217483
CDS	217148	217483
pseudogene	218131	218334
CDS	218131	218334
pseudogene	218540	219136
CDS	218540	219136
gene	220189	220488
CDS	220189	220488
gene	221040	221651
CDS	221040	221651
gene	222397	222882
CDS	222397	222882
ARS	222871	224037
gene	224002	224295
CDS	224002	224295
gene	224554	224853
CDS	224554	224853
region	225451	226854
gene	225451	226854
CDS	225451	226854
gene	227733	228944
CDS	227733	228944
gene	228835	229308
CDS	228835	229308
repeat_region	229402	229861
nucleotide_match	229442	229452
binding_site	229660	229672
telomere	229402	230208
repeat_region	230111	230208
chromosome	1	813178
repeat_region	1	5848
nucleotide_match	81	91
repeat_region	1479	2414
telomere	1	6608
gene	280	2658
CDS	280	2658
gene	646	1128
CDS	646	1128
gene	2582	2899
CDS	2582	2899
gene	2907	5009
CDS	2907	4116
CDS	4216	5009
intron	4117	4215
gene	5790	6125
CDS	5790	6125
repeat_region	5849	6138
repeat_region	6139	6608
nucleotide_match	6560	6570
binding_site	6339	6351
gene	7605	7733
CDS	7605	7733
gene	8177	8482
CDS	8177	8482
long_terminal_repeat	8848	9092
long_terminal_repeat	9093	9424
gene	9268	9372
CDS	9268	9372
long_terminal_repeat	9425	9518
tRNA	9583	9666
noncoding_exon	9583	9666
gene	9961	10551
CDS	9961	10551
gene	10847	13879
CDS	10847	13879
gene	14241	17696
CDS	14241	17696
gene	18177	21293
CDS	18177	21293
gene	22075	23535
CDS	22075	23535
gene	24098	24745
CDS	24098	24745
gene	24946	28299
CDS	24946	28299
gene	28427	28546
CDS	28427	28546
ARS	28939	29157
long_terminal_repeat	29641	29972
LTR_retrotransposon	29641	35599
transposable_element_gene	29932	31248
CDS	29932	31248
transposable_element_gene	29932	35245
CDS	29932	31224
CDS	31226	35245
region	31225	31225
long_terminal_repeat	35268	35599
long_terminal_repeat	35601	35793
long_terminal_repeat	35848	36218
tRNA	36395	36485
intron	36432	36449
noncoding_exon	36395	36431
noncoding_exon	36450	36485
gene	36986	37300
CDS	36986	37300
gene	37050	38687
CDS	37050	38687
gene	39142	40524
CDS	39142	40524
gene	40828	43092
CDS	40828	43092
gene	43171	43479
CDS	43171	43479
gene	43274	44086
CDS	43274	44086
gene	43762	44094
CDS	43762	44094
gene	44253	44915
CDS	44253	44915
gene	45642	46367
CDS	45975	46367
five_prime_UTR_intron	45642	45974
gene	46562	47177
CDS	46562	47055
CDS	47144	47177
intron	47056	47143
gene	47360	48625
CDS	47360	48625
gene	48822	49355
CDS	48822	49355
gene	49571	50950
CDS	49571	50950
gene	51016	59379
CDS	51016	59379
gene	59818	60735
CDS	59818	60189
CDS	60694	60735
intron	60190	60693
gene	61199	62599
CDS	61199	62599
ARS	63190	63424
gene	63873	66815
CDS	63873	66815
gene	67166	69442
CDS	67166	69442
gene	69710	70135
CDS	69710	70135
gene	69748	71124
CDS	69748	71124
gene	71863	72969
CDS	71863	72969
gene	73067	74692
CDS	73067	74692
gene	75256	79764
CDS	75256	79764
gene	80375	80728
CDS	80375	80728
gene	80895	81326
CDS	80895	81326
region	81041	84259
gene	81041	84259
CDS	81041	84259
gene	84497	86446
CDS	84497	86446
gene	86720	87787
CDS	86720	87787
gene	87644	87955
CDS	87644	87955
snoRNA	88188	88275
noncoding_exon	88188	88275
gene	88521	89438
CDS	88521	89123
five_prime_UTR_intron	89131	89438
gene	89456	89554
CDS	89456	89554
gene	89976	90224
CDS	89976	90224
gene	90221	90529
CDS	90221	90529
gene	90603	90923
CDS	90603	90923
gene	90739	92028
CDS	90739	92028
gene	91792	92028
CDS	91792	92028
gene	92412	93395
CDS	92412	93395
gene	93641	95884
CDS	93641	95884
gene	96671	100117
CDS	96671	100117
gene	99965	100309
CDS	99965	100309
gene	100373	101158
CDS	100373	101158
gene	101888	105223
CDS	101888	105223
gene	105310	105690
CDS	105310	105690
gene	105318	107408
CDS	105318	107408
gene	107934	109997
CDS	107934	109997
gene	110127	110541
CDS	110127	110422
CDS	110508	110541
intron	110423	110507
gene	110596	111246
CDS	110596	110881
CDS	110951	111246
intron	110882	110950
gene	111439	112710
CDS	111439	112710
gene	112803	113447
CDS	112803	113447
gene	113765	115171
CDS	113765	115171
gene	115576	116832
CDS	115576	116832
gene	117592	119169
CDS	117592	119169
gene	119338	119712
CDS	119338	119712
gene	119382	121877
