4.57	13.776	32.791	5.4
10.52	13.776	32.799	5.4
15.09	13.775	32.803	5.4
17.57	13.774	32.806	5.4
19.16	13.773	32.807	5.4
22.73	13.773	32.806	5.4
24.52	13.773	32.807	5.41
27.6	13.773	32.808	5.41
27.5	13.773	32.807	5.41
31.66	13.773	32.807	5.41
34.84	13.773	32.806	5.41
36.43	13.771	32.807	5.41
39.11	13.771	32.807	5.41
40.4	13.773	32.807	5.41
39.8	13.77	32.807	5.4
42.09	13.764	32.806	5.41
47.74	13.677	32.812	5.41
52.21	13.281	32.898	5.33
55.88	12.975	33.005	5.2
59.45	12.587	33.065	5.04
63.03	11.849	33.199	4.83
67.19	11.143	33.212	4.51
70.77	10.91	33.157	4.37
75.53	10.662	33.183	4.28
80.69	10.265	33.282	4.09
89.32	10.165	33.322	4.04
98.75	9.931	33.418	3.94
106.89	9.792	33.452	3.74
111.15	9.48	33.523	3.59
115.52	9.276	33.581	3.37
121.17	9.252	33.589	3.33
127.72	9.211	33.637	3.23
134.07	9.137	33.702	3.17
140.81	9.143	33.789	2.82
145.68	9.143	33.789	2.65
147.16	9.137	33.811	2.6
151.83	9.121	33.837	2.48
158.27	9.111	33.862	2.38
164.82	8.993	33.887	2.41
170.47	8.832	33.894	2.57
175.73	8.708	33.882	2.74
180.29	8.581	33.883	2.84
185.75	8.498	33.895	2.82
192.89	8.481	33.944	2.59
202.61	8.46	33.959	2.36
212.72	8.214	33.961	2.39
220.36	8.223	33.944	2.41
226.01	8.051	33.95	2.37
233.05	7.692	33.973	2.49
238.8	7.531	33.964	2.58
245.25	7.479	33.918	2.61
255.16	7.322	33.954	2.58
265.47	7.246	33.97	2.34
275.88	7.096	33.98	2.1
285.5	6.857	33.986	1.94
293.23	6.915	34.02	1.73
300.07	6.904	34.023	1.6
306.71	6.871	34.026	1.54
313.05	6.737	34.027	1.53
317.12	6.592	34.013	1.53
320.19	6.557	34.018	1.49
325.35	6.535	34.025	1.43
331.69	6.43	34.031	1.37
337.54	6.402	34.035	1.31
343.88	6.383	34.041	1.27
353.29	6.448	34.063	1.17
364.19	6.428	34.075	1.06
375.49	6.378	34.082	1
386.69	6.287	34.1	0.92
397.88	6.218	34.118	0.82
408.48	6.153	34.13	0.75
410.27	6.136	34.134	0.72
411.36	6.112	34.134	0.69
413.54	6.102	34.134	0.68
417.9	6.047	34.135	0.67
424.33	6.017	34.135	0.66
433.55	6.001	34.14	0.64
443.85	5.954	34.144	0.62
454.45	5.903	34.151	0.59
465.54	5.872	34.154	0.57
476.53	5.817	34.155	0.55
487.43	5.757	34.164	0.52
498.52	5.73	34.175	0.49
508.42	5.687	34.182	0.46
517.14	5.628	34.185	0.44
524.37	5.547	34.197	0.41
531.99	5.5	34.204	0.39
540.31	5.449	34.214	0.37
548.92	5.402	34.222	0.35
556.64	5.376	34.224	0.33
564.66	5.354	34.232	0.32
572.58	5.33	34.234	0.31
581.49	5.312	34.23	0.31
590.2	5.26	34.241	0.3
598.71	5.199	34.244	0.29
607.92	5.18	34.247	0.28
615.34	5.175	34.249	0.27
622.76	5.14	34.261	0.27
629.89	5.131	34.263	0.26
635.83	5.126	34.258	0.26
642.76	5.106	34.266	0.26
650.57	5.086	34.271	0.25
658.79	5.055	34.277	0.25
666.9	5.036	34.28	0.24
676.1	4.979	34.29	0.24
684.02	4.951	34.295	0.24
690.75	4.934	34.296	0.23
696.58	4.92	34.301	0.23
702.02	4.883	34.308	0.23
707.86	4.864	34.307	0.23
716.17	4.827	34.31	0.23
726.76	4.773	34.318	0.23
737.64	4.718	34.326	0.23
749.11	4.704	34.33	0.24
759.89	4.666	34.332	0.24
768.4	4.638	34.34	0.24
776.6	4.609	34.344	0.24
786.69	4.571	34.347	0.25
797.57	4.535	34.351	0.25
808.15	4.49	34.355	0.26
817.74	4.426	34.36	0.27
823.67	4.412	34.364	0.27
831.88	4.428	34.375	0.28
840.78	4.407	34.381	0.3
850.37	4.403	34.386	0.31
860.95	4.365	34.385	0.32
872.12	4.312	34.391	0.32
882.4	4.307	34.397	0.33
891.39	4.283	34.401	0.34
900.58	4.245	34.397	0.35
908.79	4.185	34.401	0.35
916.3	4.147	34.403	0.35
922.52	4.123	34.405	0.36
929.54	4.105	34.408	0.37
937.05	4.084	34.411	0.38
946.44	4.079	34.415	0.39
957.01	4.04	34.416	0.39
967.49	4	34.417	0.39
977.86	3.988	34.415	0.4
987.74	3.942	34.42	0.41
998.11	3.917	34.425	0.42
1008.09	3.915	34.426	0.44
1018.07	3.889	34.429	0.45
1026.96	3.845	34.429	0.44
1034.17	3.821	34.432	0.45
1040.98	3.797	34.433	0.46
1049.18	3.786	34.432	0.46
1058.37	3.764	34.434	0.47
1068.14	3.721	34.438	0.47
1078.12	3.699	34.44	0.49
1087.8	3.684	34.441	0.49
1096.58	3.663	34.444	0.5
1103.99	3.647	34.445	0.51
1112.48	3.636	34.445	0.51
1121.37	3.626	34.446	0.52
1131.14	3.608	34.448	0.52
1141.01	3.596	34.448	0.53
1150.69	3.566	34.451	0.54
1153.75	3.562	34.451	0.54
1153.35	3.558	34.454	0.54
1153.35	3.554	34.452	0.55
1155.63	3.549	34.453	0.55
1156.91	3.549	34.454	0.55
1157.2	3.551	34.453	0.55
1157.5	3.548	34.453	0.55
1157.6	3.547	34.452	0.55
1156.91	3.548	34.453	0.55
1156.51	3.55	34.452	0.55
1158.78	3.535	34.453	0.55
1159.38	3.529	34.455	0.55
1162.34	3.518	34.455	0.56
1165.3	3.508	34.457	0.56
1165.2	3.508	34.457	0.56
1165.79	3.508	34.456	0.56
1171.72	3.502	34.456	0.57
1181.39	3.493	34.457	0.57
1191.75	3.479	34.457	0.57
1200.73	3.45	34.459	0.58
1207.74	3.434	34.461	0.58
1215.64	3.421	34.462	0.59
1222.94	3.398	34.463	0.59
1230.54	3.393	34.465	0.6
1238.14	3.373	34.468	0.62
1245.93	3.334	34.468	0.64
1253.33	3.306	34.471	0.64
1261.23	3.296	34.471	0.64
1268.82	3.277	34.473	0.65
1276.12	3.255	34.476	0.66
1280.96	3.254	34.477	0.67
1286.38	3.251	34.476	0.67
1295.46	3.249	34.477	0.68
1305.62	3.246	34.477	0.68
1316.37	3.21	34.476	0.69
1327.32	3.166	34.484	0.72
1338.27	3.148	34.485	0.73
1349.41	3.111	34.489	0.75
1359.97	3.092	34.49	0.76
1369.73	3.078	34.492	0.77
1379.99	3.038	34.493	0.79
1389.06	3.017	34.498	0.81
1398.92	3.004	34.498	0.82
1408.68	2.99	34.499	0.82
1418.44	2.942	34.499	0.84
1428	2.93	34.503	0.86
1438.06	2.924	34.504	0.86
1448.12	2.902	34.506	0.87
1458.27	2.885	34.507	0.89
1468.03	2.874	34.508	0.89
1477.19	2.866	34.509	0.9
1487.45	2.858	34.509	0.9
1497.5	2.846	34.51	0.91
1507.55	2.825	34.512	0.92
1517.41	2.803	34.515	0.94
1527.46	2.8	34.514	0.94
1537.61	2.798	34.515	0.94
1547.66	2.784	34.514	0.95
1557.12	2.767	34.516	0.96
1566.57	2.736	34.518	0.98
1577.12	2.715	34.521	0.99
1586.77	2.691	34.523	1
1596.92	2.665	34.525	1.02
1606.97	2.639	34.524	1.02
1616.91	2.628	34.525	1.03
1626.86	2.623	34.526	1.04
1637.01	2.605	34.528	1.05
1646.95	2.583	34.532	1.07
1656.21	2.561	34.532	1.09
1666.26	2.548	34.534	1.11
1676.1	2.532	34.535	1.12
1686.44	2.512	34.537	1.14
1696.39	2.494	34.538	1.15
1706.04	2.483	34.541	1.16
1715.98	2.473	34.542	1.18
1726.32	2.465	34.543	1.19
1736.26	2.44	34.546	1.2
1745.81	2.422	34.547	1.22
1756.05	2.415	34.546	1.23
1765.89	2.396	34.545	1.24
1775.24	2.374	34.549	1.26
1785.09	2.367	34.55	1.27
1794.73	2.351	34.55	1.28
1804.57	2.33	34.552	1.3
1814.22	2.318	34.553	1.31
1823.76	2.305	34.555	1.33
1832.42	2.299	34.556	1.34
1842.85	2.292	34.556	1.34
1853.28	2.273	34.556	1.35
1863.91	2.243	34.56	1.38
1874.43	2.24	34.56	1.39
1884.96	2.229	34.561	1.4
1895.39	2.21	34.563	1.41
1905.13	2.194	34.563	1.43
1915.46	2.193	34.564	1.44
1925.68	2.193	34.564	1.44
1935.91	2.193	34.564	1.44
1946.44	2.192	34.564	1.45
1956.86	2.189	34.564	1.45
1967.19	2.182	34.565	1.45
1977.61	2.172	34.566	1.46
1987.94	2.166	34.567	1.47
1998.36	2.156	34.568	1.48
2008.78	2.133	34.569	1.5
2018.51	2.113	34.571	1.53
2028.93	2.106	34.571	1.54
2039.35	2.082	34.573	1.55
2049.77	2.072	34.573	1.57
2060.1	2.064	34.575	1.58
2070.42	2.067	34.576	1.59
2080.74	2.065	34.576	1.6
2090.37	2.042	34.578	1.63
2100.79	2.02	34.58	1.65
2111.2	2.005	34.582	1.67
2121.52	1.989	34.582	1.67
2131.94	1.984	34.583	1.69
2142.06	1.977	34.584	1.71
2150.7	1.961	34.586	1.72
2158.66	1.944	34.586	1.72
2167.9	1.935	34.587	1.74
2177.62	1.932	34.587	1.74
2187.84	1.919	34.589	1.77
2198.25	1.911	34.59	1.78
2208.57	1.902	34.592	1.81
2218.68	1.892	34.594	1.83
2228.7	1.894	34.593	1.84
2238.43	1.891	34.594	1.84
2248.64	1.891	34.594	1.86
2258.85	1.887	34.595	1.87
2269.07	1.882	34.596	1.89
2279.38	1.882	34.596	1.89
2289.39	1.882	34.596	1.9
2300.19	1.883	34.597	1.9
2310.9	1.884	34.596	1.9
2321.79	1.881	34.596	1.9
2332.59	1.863	34.597	1.93
2343.49	1.846	34.599	1.96
2354.29	1.837	34.601	1.99
2365.18	1.832	34.602	2.01
2375.98	1.822	34.603	2.03
2386.58	1.827	34.602	2.03
2397.18	1.816	34.604	2.04
2406.7	1.814	34.604	2.06
2416.71	1.815	34.604	2.05
2426.91	1.796	34.606	2.07
2437.41	1.798	34.606	2.09
2447.52	1.806	34.604	2.09
2457.72	1.802	34.606	2.08
2467.93	1.812	34.604	2.08
2478.03	1.811	34.605	2.07
2488.13	1.815	34.604	2.08
2495.39	1.817	34.604	2.07
2505.1	1.817	34.604	2.07
2516.19	1.815	34.604	2.07
2526.88	1.813	34.604	2.08
2537.86	1.81	34.606	2.09
2548.85	1.808	34.606	2.09
2559.54	1.802	34.606	2.1
2570.33	1.8	34.606	2.11
2580.92	1.797	34.607	2.12
2591.7	1.796	34.607	2.12
2602.78	1.795	34.607	2.12
2613.86	1.793	34.608	2.13
2624.45	1.794	34.608	2.13
2634.45	1.791	34.608	2.13
2645.13	1.787	34.609	2.15
2655.72	1.781	34.609	2.16
2666.4	1.779	34.609	2.16
2676.99	1.756	34.611	2.18
2687.18	1.744	34.612	2.22
2697.08	1.74	34.613	2.23
2706.88	1.729	34.614	2.25
2714.72	1.725	34.616	2.25
2720.31	1.724	34.615	2.26
2723.83	1.725	34.617	2.26
2726.87	1.719	34.617	2.27
2731.58	1.718	34.617	2.27
2736.18	1.718	34.618	2.28
2740.1	1.722	34.616	2.27
2740.88	1.728	34.615	2.27
2741.08	1.731	34.612	2.27
2741.37	1.723	34.617	2.27
2741.96	1.723	34.617	2.27
2742.06	1.723	34.615	2.27
2742.55	1.721	34.617	2.27
2742.75	1.725	34.615	2.27
2743.43	1.722	34.615	2.27
2743.24	1.722	34.617	2.27
2743.43	1.72	34.616	2.27
2743.82	1.72	34.616	2.27
2743.82	1.72	34.616	2.27
2744.02	1.719	34.615	2.27
2744.12	1.72	34.617	2.27
2744.22	1.721	34.615	2.27
2743.82	1.721	34.618	2.27
2743.53	1.721	34.616	2.27
2743.53	1.722	34.616	2.27
2743.53	1.725	34.615	2.27
2742.94	1.719	34.617	2.27
2743.24	1.72	34.616	2.27
2743.53	1.72	34.618	2.27
2743.82	1.721	34.617	2.27
2743.82	1.721	34.617	2.27
2743.92	1.72	34.617	2.27
2743.92	1.721	34.616	2.27
2744.12	1.722	34.615	2.27
2744.22	1.721	34.615	2.27
2744.12	1.723	34.616	2.27
2744.31	1.722	34.614	2.27
2744.22	1.722	34.614	2.27
2743.92	1.721	34.616	2.27
2743.73	1.722	34.616	2.27
2743.14	1.721	34.616	2.27
2742.45	1.721	34.614	2.27
2742.55	1.721	34.619	2.27
2743.24	1.723	34.62	2.27
2743.73	1.722	34.616	2.27
2743.73	1.722	34.617	2.27
2744.12	1.723	34.616	2.27
2744.41	1.723	34.615	2.27
2744.41	1.722	34.615	2.27
2744.71	1.722	34.616	2.27
2744.61	1.721	34.617	2.27
2744.8	1.724	34.616	2.27
2744.8	1.723	34.618	2.27
2744.8	1.725	34.617	2.27
2745	1.724	34.614	2.27
2744.9	1.723	34.615	2.27
2744.02	1.723	34.617	2.27
2743.73	1.727	34.616	2.26
2743.63	1.725	34.613	2.26
2743.82	1.728	34.613	2.27
2744.51	1.723	34.619	2.27
2744.71	1.726	34.618	2.26
2744.9	1.724	34.615	2.26
2745.1	1.723	34.617	2.27
2745	1.723	34.618	2.27
2744.9	1.724	34.617	2.26
2745.1	1.724	34.618	2.26
2745.29	1.724	34.618	2.26
2745.39	1.727	34.617	2.26
2745.29	1.724	34.617	2.26
2745.29	1.724	34.617	2.26
2745.49	1.725	34.619	2.26
2745.39	1.726	34.616	2.26
2745.29	1.732	34.618	2.26
2744.9	1.724	34.617	2.26
2745.59	1.727	34.614	2.26
2745.69	1.734	34.605	2.26
2745.59	1.727	34.614	2.26
2745.78	1.726	34.614	2.26
2745.69	1.725	34.615	2.26
2745.59	1.724	34.617	2.26
2745.29	1.727	34.62	2.26
2744.61	1.731	34.619	2.26
2743.33	1.725	34.616	2.26
2742.75	1.725	34.617	2.26
2742.84	1.727	34.617	2.26
2742.16	1.726	34.616	2.26
2742.35	1.725	34.616	2.26
2742.26	1.728	34.617	2.26
2741.57	1.726	34.615	2.26
2741.57	1.726	34.615	2.26
2742.26	1.725	34.613	2.26
2742.84	1.721	34.615	2.27
2743.04	1.722	34.614	2.27
2743.82	1.72	34.615	2.27
2744.61	1.722	34.615	2.27
2745.59	1.723	34.616	2.27
2745.59	1.724	34.617	2.27
2746.08	1.724	34.619	2.27
2746.37	1.723	34.618	2.27
2746.37	1.723	34.618	2.27
2746.67	1.724	34.614	2.27
2746.67	1.721	34.618	2.27
2746.86	1.723	34.616	2.27
2746.96	1.729	34.611	2.27
2746.96	1.725	34.616	2.27
2746.96	1.723	34.617	2.27
2747.25	1.725	34.615	2.26
2747.35	1.726	34.615	2.26
2747.25	1.728	34.617	2.26
2747.35	1.727	34.616	2.26
2747.35	1.73	34.618	2.26
2747.55	1.728	34.617	2.26
2747.55	1.729	34.618	2.26
2747.55	1.732	34.615	2.26
2747.74	1.731	34.614	2.26
2747.55	1.73	34.616	2.26
2747.94	1.731	34.616	2.26
2747.74	1.729	34.615	2.26
2747.64	1.726	34.615	2.26
2747.55	1.729	34.611	2.26
2747.64	1.726	34.617	2.26
2747.74	1.727	34.616	2.26
2747.84	1.727	34.614	2.26
2747.64	1.726	34.617	2.26
2747.55	1.727	34.616	2.26
2747.74	1.731	34.62	2.26
2747.74	1.727	34.616	2.26
2747.64	1.727	34.616	2.26
2747.84	1.725	34.616	2.26
2748.04	1.725	34.617	2.26
2747.84	1.725	34.619	2.26
2747.74	1.73	34.62	2.26
2747.74	1.731	34.616	2.26
2747.45	1.727	34.616	2.26
2747.55	1.728	34.615	2.26
2747.35	1.728	34.614	2.26
2747.45	1.728	34.614	2.26
2747.35	1.728	34.616	2.26
2747.15	1.728	34.615	2.26
2747.25	1.726	34.616	2.26
2747.45	1.729	34.615	2.26
2747.55	1.729	34.616	2.26
2747.55	1.726	34.618	2.26
2747.74	1.726	34.617	2.26
2747.84	1.724	34.619	2.26
2747.84	1.723	34.618	2.26
2747.84	1.725	34.617	2.27
2748.04	1.719	34.615	2.27
2748.23	1.728	34.612	2.28
2748.43	1.724	34.614	2.27
2748.33	1.717	34.617	2.28
2748.53	1.713	34.616	2.28
2748.33	1.711	34.618	2.28
2748.33	1.723	34.624	2.28
2748.43	1.733	34.61	2.28
2748.43	1.723	34.617	2.28
2748.23	1.717	34.621	2.28
2748.23	1.712	34.619	2.28
2747.74	1.705	34.62	2.29
2747.84	1.708	34.618	2.29
2747.84	1.707	34.62	2.29
2748.13	1.701	34.619	2.3
2748.13	1.697	34.619	2.3
2748.53	1.698	34.618	2.3
2748.43	1.701	34.618	2.3
2748.23	1.703	34.619	2.3
2748.13	1.698	34.621	2.3
2748.23	1.696	34.618	2.3
2748.13	1.696	34.62	2.31
2748.33	1.697	34.617	2.31
2748.23	1.697	34.618	2.31
2747.94	1.695	34.62	2.31
2748.13	1.694	34.617	2.32
2747.94	1.688	34.618	2.32
2748.04	1.686	34.619	2.32
2748.04	1.687	34.621	2.32
2748.13	1.688	34.618	2.32
2748.13	1.69	34.618	2.32
2747.84	1.693	34.617	2.32
2747.84	1.689	34.618	2.32
2747.84	1.689	34.617	2.32
2747.94	1.686	34.618	2.33
2748.04	1.684	34.619	2.33
2748.13	1.685	34.618	2.33
2748.23	1.686	34.617	2.33
2748.43	1.687	34.616	2.33
2748.43	1.69	34.616	2.33
2748.62	1.685	34.622	2.33
2748.72	1.686	34.617	2.33
2748.53	1.683	34.62	2.33
2748.53	1.687	34.618	2.33
2748.33	1.682	34.622	2.33
2748.04	1.682	34.62	2.33
2747.84	1.681	34.619	2.33
2747.84	1.682	34.62	2.33
2747.35	1.68	34.62	2.33
2747.06	1.681	34.619	2.33
2747.25	1.68	34.619	2.33
2747.25	1.68	34.619	2.33
2747.15	1.68	34.619	2.33
2747.25	1.68	34.619	2.33
2747.55	1.681	34.618	2.33
2747.74	1.682	34.618	2.33
2748.04	1.68	34.621	2.33
2747.94	1.679	34.62	2.33
2747.94	1.68	34.619	2.33
2748.04	1.681	34.619	2.33
