rovCtdDtg,vehicle,depth,temper,salin,oxyg,lat,lon
2002-11-24 14:24:15,tibr,10.32,12.682,33.187,5.83,36.571183,-122.52263
2002-11-24 14:24:45,tibr,10.32,12.678,33.19,5.87,36.70004157,-122.03345157
2002-11-24 14:25:15,tibr,10.82,12.676,33.19,6.57,36.70000171,-122.03336828
2002-11-24 14:25:45,tibr,17.87,12.659,33.189,6.52,36.700005,-122.03334412
2002-11-24 14:26:15,tibr,20.15,12.637,33.191,6.47,36.69998512,-122.03335
2002-11-24 14:26:45,tibr,24.62,12.553,33.198,6.38,36.70000025,-122.03341525
2002-11-24 14:27:15,tibr,26.9,12.505,33.198,6.33,36.6999745,-122.03348087
2002-11-24 14:27:45,tibr,31.66,12.31,33.216,6.18,36.69999912,-122.033497
2002-11-24 14:28:15,tibr,33.95,12.079,33.212,5.99,36.6999505,-122.03349312
2002-11-24 14:28:45,tibr,38.71,11.44,33.132,5.61,36.700011,-122.03347071
2002-11-24 14:29:15,tibr,43.28,10.905,33.325,4.92,36.70008142,-122.03345757
2002-11-24 14:29:45,tibr,44.07,10.863,33.334,4.69,36.70007085,-122.033479
2002-11-24 14:30:15,tibr,48.54,10.841,33.343,4.61,36.69998528,-122.03355871
2002-11-24 14:30:45,tibr,55.19,10.503,33.365,4.52,36.699979,-122.033567
2002-11-24 14:31:15,tibr,57.27,10.492,33.37,4.47,36.69993442,-122.03363014
2002-11-24 14:31:45,tibr,56.77,10.495,33.37,4.47,36.699952,-122.03362075
2002-11-24 14:32:15,tibr,56.87,10.495,33.369,4.46,36.70003212,-122.0336345
2002-11-24 14:32:45,tibr,56.67,10.492,33.369,4.45,36.70004612,-122.03356412
2002-11-24 14:33:15,tibr,58.56,10.492,33.368,4.45,36.69997212,-122.03358562
2002-11-24 14:33:45,tibr,66.1,10.473,33.371,4.45,36.69996625,-122.03358212
2002-11-24 14:34:15,tibr,71.76,10.397,33.369,4.43,36.69995228,-122.03359357
2002-11-24 14:34:45,tibr,78.71,10.397,33.413,4.33,36.69992271,-122.033629
2002-11-24 14:35:15,tibr,86.74,10.242,33.477,4.16,36.699899,-122.03358442
2002-11-24 14:35:45,tibr,94.58,10.221,33.547,3.87,36.69981242,-122.03363285
2002-11-24 14:36:15,tibr,103.02,10.021,33.588,3.62,36.69980685,-122.03349314
2002-11-24 14:36:45,tibr,111.25,9.918,33.593,3.64,36.699819,-122.033406
2002-11-24 14:37:15,tibr,123.35,9.862,33.619,3.57,36.69982187,-122.033195
2002-11-24 14:37:45,tibr,143,9.798,33.705,3.29,36.69981525,-122.03315575
2002-11-24 14:38:15,tibr,157.58,9.69,33.77,3.07,36.69977575,-122.03315887
2002-11-24 14:38:45,tibr,164.62,9.556,33.793,2.94,36.69975462,-122.03310487
2002-11-24 14:39:15,tibr,174.44,9.53,33.824,2.8,36.699764,-122.033071
2002-11-24 14:39:45,tibr,180.09,9.449,33.859,2.67,36.69975285,-122.03295585
2002-11-24 14:40:15,tibr,184.95,9.373,33.891,2.54,36.69973557,-122.03286557
2002-11-24 14:40:45,tibr,188.62,9.334,33.898,2.51,36.69971342,-122.03284928
2002-11-24 14:41:15,tibr,192.69,9.297,33.902,2.5,36.69968757,-122.03288
2002-11-24 14:41:45,tibr,197.15,9.276,33.909,2.48,36.699695,-122.032835
2002-11-24 14:42:15,tibr,202.01,9.242,33.924,2.43,36.699686,-122.0329395
2002-11-24 14:42:45,tibr,206.48,9.194,33.934,2.34,36.6996755,-122.03296725
2002-11-24 14:43:15,tibr,212.33,9.175,33.938,2.33,36.69967875,-122.0330155
